,major_group_id,major_group_name
7052,129,educational
7053,3,Others
7054,119,art
7055,62,spanish
7056,122,sport
7057,98,nutrition
7058,21,education
7059,135,english
7060,47,medicine
7061,1,social
7062,41,public
7063,142,cert
7064,3,Others
7065,141,bus
7066,117,health
7067,50,engineering
7068,113,industrial
7069,23,Others
7070,3,Others
7071,139,biomedical
7072,29,management
7073,119,art
7074,114,agricultural
7075,20,ed
7076,113,industrial
7077,20,ed
7078,0,Others
7079,23,Others
7080,126,human
7081,43,physic
7082,101,general
7083,68,sociology
7084,146,biol
7085,101,general
7086,2,environmental
7087,89,intended
7088,45,anthropology
7089,135,english
7090,29,management
7091,17,major
7092,1,social
7093,58,analysis
7094,134,technology
7095,9,biology
7096,3,Others
7097,7,engr
7098,101,general
7099,2,environmental
7100,133,special
7101,130,accounting
7102,84,physical
7103,58,analysis
7104,3,Others
7105,139,biomedical
7106,119,art
7107,131,educ
7108,35,journalism
7109,75,administration
7110,66,interdisciplinary
7111,62,spanish
7112,3,Others
7113,133,special
7114,73,childhood
7115,121,info
7116,142,cert
7117,96,design
7118,3,Others
7119,121,info
7120,3,Others
7121,23,Others
7122,12,music
7123,89,intended
7124,96,design
7125,89,intended
7126,44,resource
7127,44,resource
7128,106,Others
7129,90,Others
7130,0,Others
7131,134,technology
7132,37,counseling
7133,3,Others
7134,75,administration
7135,59,undeclared
7136,114,agricultural
7137,50,engineering
7138,115,mathematics
7139,3,Others
7140,103,communication
7141,80,television
7142,24,Others
7143,46,international
7144,3,Others
7145,3,Others
7146,82,software
7147,20,ed
7148,9,biology
7149,16,Others
7150,12,music
7151,133,special
7152,3,Others
7153,23,Others
7154,3,Others
7155,59,undeclared
7156,12,music
7157,49,construction
7158,5,middle
7159,42,accountancy
7160,142,cert
7161,121,info
7162,25,learning
7163,66,interdisciplinary
7164,78,study
7165,3,Others
7166,20,ed
7167,98,nutrition
7168,29,management
7169,128,performance
7170,40,pre
7171,147,admin
7172,120,medium
7173,23,Others
7174,3,Others
7175,14,economics
7176,141,bus
7177,50,engineering
7178,20,ed
7179,83,philosophy
7180,15,Others
7181,0,Others
7182,3,Others
7183,50,engineering
7184,56,master
7185,77,science
7186,78,study
7187,55,medical
7188,3,Others
7189,132,professional
7190,56,master
7191,16,Others
7192,102,policy
7193,134,technology
7194,135,english
7195,3,Others
7196,29,management
7197,144,english writing
7198,3,Others
7199,3,Others
7200,21,education
7201,3,Others
7202,20,ed
7203,129,educational
7204,21,education
7205,3,Others
7206,73,childhood
7207,77,science
7208,23,Others
7209,3,Others
7210,84,physical
7211,3,Others
7212,96,design
7213,77,science
7214,12,music
7215,149,ministry
7216,149,ministry
7217,23,Others
7218,118,family
7219,51,biochemistry
7220,3,Others
7221,135,english
7222,12,music
7223,57,exercise
7224,109,entrepreneurship
7225,9,biology
7226,20,ed
7227,3,Others
7228,144,english writing
7229,3,Others
7230,3,Others
7231,43,physic
7232,3,Others
7233,3,Others
7234,3,Others
7235,23,Others
7236,141,bus
7237,133,special
7238,3,Others
7239,54,electrical
7240,29,management
7241,19,film
7242,78,study
7243,17,major
7244,103,communication
7245,3,Others
7246,20,ed
7247,3,Others
7248,3,Others
7249,23,Others
7250,84,physical
7251,62,spanish
7252,147,admin
7253,3,Others
7254,33,information technology
7255,138,care
7256,122,sport
7257,3,Others
7258,3,Others
7259,9,biology
7260,3,Others
7261,42,accountancy
7262,53,nursing
7263,46,international
7264,48,political
7265,39,supply
7266,77,science
7267,3,Others
7268,119,art
7269,78,study
7270,148,marketing
7271,97,sustainability
7272,128,performance
7273,59,undeclared
7274,59,undeclared
7275,77,science
7276,135,english
7277,78,study
7278,120,medium
7279,30,disorder
7280,25,learning
7281,77,science
7282,31,cultural
7283,77,science
7284,10,chemistry
7285,2,environmental
7286,130,accounting
7287,124,min
7288,3,Others
7289,29,management
7290,12,music
7291,88,student
7292,63,elementary
7293,119,art
7294,110,mba
7295,119,art
7296,26,graphic
7297,3,Others
7298,23,Others
7299,29,management
7300,64,law
7301,40,pre
7302,142,cert
7303,134,technology
7304,128,performance
7305,108,innovation
7306,3,Others
7307,12,music
7308,56,master
7309,100,development
7310,137,research
7311,29,management
7312,101,general
7313,74,statistic
7314,3,Others
7315,3,Others
7316,78,study
7317,29,management
7318,130,accounting
7319,2,environmental
7320,36,planning
7321,3,Others
7322,49,construction
7323,49,construction
7324,119,art
7325,118,family
7326,3,Others
7327,3,Others
7328,87,computer
7329,82,software
7330,62,spanish
7331,141,bus
7332,132,professional
7333,103,communication
7334,148,marketing
7335,14,economics
7336,132,professional
7337,21,education
7338,37,counseling
7339,61,information
7340,0,Others
7341,72,Others
7342,23,Others
7343,10,chemistry
7344,78,study
7345,105,music performance
7346,71,Others
7347,147,admin
7348,32,child
7349,57,exercise
7350,13,computational
7351,110,mba
7352,61,information
7353,20,ed
7354,0,Others
7355,125,molecular
7356,25,learning
7357,21,education
7358,142,cert
7359,77,science
7360,1,social
7361,124,min
7362,135,english
7363,78,study
7364,78,study
7365,50,engineering
7366,96,design
7367,133,special
7368,10,chemistry
7369,75,administration
7370,123,teaching
7371,3,Others
7372,72,Others
7373,136,biological
7374,78,study
7375,0,Others
7376,3,Others
7377,70,finance
7378,13,computational
7379,24,Others
7380,92,society
7381,9,biology
7382,110,mba
7383,127,integrated
7384,84,physical
7385,92,society
7386,98,nutrition
7387,121,info
7388,32,child
7389,147,admin
7390,141,bus
7391,57,exercise
7392,131,educ
7393,27,theatre
7394,57,exercise
7395,29,management
7396,3,Others
7397,3,Others
7398,44,resource
7399,20,ed
7400,61,information
7401,0,Others
7402,16,Others
7403,98,nutrition
7404,10,chemistry
7405,110,mba
7406,121,info
7407,110,mba
7408,95,major
7409,125,molecular
7410,135,english
7411,78,study
7412,134,technology
7413,53,nursing
7414,48,political
7415,96,design
7416,21,education
7417,20,ed
7418,38,leadership
7419,29,management
7420,103,communication
7421,120,medium
7422,43,physic
7423,135,english
7424,9,biology
7425,76,comm
7426,3,Others
7427,20,ed
7428,57,exercise
7429,125,molecular
7430,110,mba
7431,0,Others
7432,9,biology
7433,3,Others
7434,35,journalism
7435,131,educ
7436,138,care
7437,50,engineering
7438,0,Others
7439,87,computer
7440,8,business
7441,98,nutrition
7442,94,relation
7443,90,Others
7444,9,biology
7445,78,study
7446,3,Others
7447,65,social work
7448,7,engr
7449,98,nutrition
7450,148,marketing
7451,17,major
7452,67,writing
7453,35,journalism
7454,17,major
7455,17,major
7456,17,major
7457,77,science
7458,115,mathematics
7459,3,Others
7460,20,ed
7461,147,admin
7462,87,computer
7463,3,Others
7464,111,natural
7465,77,science
7466,3,Others
7467,21,education
7468,68,sociology
7469,3,Others
7470,93,Others
7471,33,information technology
7472,75,administration
7473,142,cert
7474,24,Others
7475,43,physic
7476,106,Others
7477,133,special
7478,119,art
7479,92,society
7480,100,development
7481,3,Others
7482,45,anthropology
7483,43,physic
7484,4,and
7485,3,Others
7486,21,education
7487,125,molecular
7488,79,Others
7489,96,design
7490,12,music
7491,28,psychology
7492,50,engineering
7493,105,music performance
7494,36,planning
7495,78,study
7496,125,molecular
7497,47,medicine
7498,14,economics
7499,73,childhood
7500,132,professional
7501,3,Others
7502,95,major
7503,45,anthropology
7504,84,physical
7505,6,fashion
7506,136,biological
7507,29,management
7508,106,Others
7509,70,finance
7510,120,medium
7511,148,marketing
7512,78,study
7513,77,science
7514,143,architecture
7515,9,biology
7516,63,elementary
7517,35,journalism
7518,146,biol
7519,50,engineering
7520,47,medicine
7521,117,health
7522,3,Others
7523,4,and
7524,138,care
7525,9,biology
7526,3,Others
7527,119,art
7528,2,environmental
7529,2,environmental
7530,14,economics
7531,113,industrial
7532,75,administration
7533,67,writing
7534,110,mba
7535,95,major
7536,48,political
7537,103,communication
7538,3,Others
7539,33,information technology
7540,23,Others
7541,117,health
7542,95,major
7543,70,finance
7544,90,Others
7545,118,family
7546,0,Others
7547,47,medicine
7548,146,biol
7549,61,information
7550,100,development
7551,12,music
7552,8,business
7553,141,bus
7554,86,Others
7555,26,graphic
7556,96,design
7557,2,environmental
7558,56,master
7559,3,Others
7560,77,science
7561,112,politics
7562,78,study
7563,18,manufacturing
7564,29,management
7565,101,general
7566,1,social
7567,78,study
7568,103,communication
7569,120,medium
7570,43,physic
7571,122,sport
7572,43,physic
7573,3,Others
7574,8,business
7575,134,technology
7576,73,childhood
7577,122,sport
7578,97,sustainability
7579,95,major
7580,20,ed
7581,23,Others
7582,106,Others
7583,106,Others
7584,3,Others
7585,80,television
7586,135,english
7587,3,Others
7588,17,major
7589,87,computer
7590,38,leadership
7591,96,design
7592,77,science
7593,4,and
7594,101,general
7595,1,social
7596,4,and
7597,77,science
7598,94,relation
7599,121,info
7600,4,and
7601,16,Others
7602,135,english
7603,77,science
7604,17,major
7605,109,entrepreneurship
7606,50,engineering
7607,9,biology
7608,19,film
7609,120,medium
7610,127,integrated
7611,28,psychology
7612,3,Others
7613,55,medical
7614,55,medical
7615,61,information
7616,103,communication
7617,148,marketing
7618,142,cert
7619,3,Others
7620,14,economics
7621,92,society
7622,19,film
7623,67,writing
7624,38,leadership
7625,7,engr
7626,50,engineering
7627,3,Others
7628,14,economics
7629,101,general
7630,127,integrated
7631,63,elementary
7632,103,communication
7633,38,leadership
7634,8,business
7635,61,information
7636,3,Others
7637,96,design
7638,23,Others
7639,62,spanish
7640,107,adm
7641,50,engineering
7642,28,psychology
7643,29,management
7644,49,construction
7645,53,nursing
7646,79,Others
7647,20,ed
7648,1,social
7649,135,english
7650,96,design
7651,128,performance
7652,50,engineering
7653,38,leadership
7654,94,relation
7655,128,performance
7656,106,Others
7657,127,integrated
7658,17,major
7659,32,child
7660,21,education
7661,60,accounting business
7662,7,engr
7663,3,Others
7664,91,geography
7665,17,major
7666,50,engineering
7667,0,Others
7668,102,policy
7669,147,admin
7670,78,study
7671,84,physical
7672,27,theatre
7673,117,health
7674,88,student
7675,3,Others
7676,77,science
7677,63,elementary
7678,9,biology
7679,110,mba
7680,91,geography
7681,131,educ
7682,103,communication
7683,29,management
7684,134,technology
7685,137,research
7686,86,Others
7687,99,chemical
7688,3,Others
7689,87,computer
7690,16,Others
7691,111,natural
7692,10,chemistry
7693,78,study
7694,3,Others
7695,126,human
7696,47,medicine
7697,84,physical
7698,111,natural
7699,24,Others
7700,3,Others
7701,78,study
7702,35,journalism
7703,138,care
7704,9,biology
7705,74,statistic
7706,32,child
7707,10,chemistry
7708,28,psychology
7709,3,Others
7710,41,public
7711,115,mathematics
7712,43,physic
7713,96,design
7714,67,writing
7715,4,and
7716,29,management
7717,9,biology
7718,96,design
7719,0,Others
7720,77,science
7721,86,Others
7722,93,Others
7723,3,Others
7724,120,medium
7725,123,teaching
7726,86,Others
7727,129,educational
7728,92,society
7729,53,nursing
7730,132,professional
7731,2,environmental
7732,3,Others
7733,43,physic
7734,31,cultural
7735,77,science
7736,96,design
7737,148,marketing
7738,109,entrepreneurship
7739,61,information
7740,7,engr
7741,78,study
7742,23,Others
7743,1,social
7744,50,engineering
7745,77,science
7746,3,Others
7747,114,agricultural
7748,79,Others
7749,53,nursing
7750,15,Others
7751,122,sport
7752,120,medium
7753,77,science
7754,78,study
7755,16,Others
7756,74,statistic
7757,102,policy
7758,95,major
7759,20,ed
7760,70,finance
7761,133,special
7762,83,philosophy
7763,0,Others
7764,20,ed
7765,3,Others
7766,3,Others
7767,40,pre
7768,6,fashion
7769,50,engineering
7770,119,art
7771,3,Others
7772,3,Others
7773,31,cultural
7774,118,family
7775,121,info
7776,3,Others
7777,3,Others
7778,120,medium
7779,9,biology
7780,29,management
7781,84,physical
7782,8,business
7783,9,biology
7784,38,leadership
7785,3,Others
7786,3,Others
7787,133,special
7788,126,human
7789,62,spanish
7790,113,industrial
7791,28,psychology
7792,12,music
7793,109,entrepreneurship
7794,77,science
7795,141,bus
7796,120,medium
7797,88,student
7798,75,administration
7799,129,educational
7800,3,Others
7801,119,art
7802,3,Others
7803,138,care
7804,38,leadership
7805,92,society
7806,71,Others
7807,29,management
7808,125,molecular
7809,78,study
7810,128,performance
7811,102,policy
7812,97,sustainability
7813,9,biology
7814,100,development
7815,57,exercise
7816,105,music performance
7817,134,technology
7818,12,music
7819,136,biological
7820,17,major
7821,1,social
7822,118,family
7823,130,accounting
7824,73,childhood
7825,27,theatre
7826,96,design
7827,77,science
7828,17,major
7829,37,counseling
7830,55,medical
7831,83,philosophy
7832,102,policy
7833,84,physical
7834,122,sport
7835,59,undeclared
7836,38,leadership
7837,119,art
7838,28,psychology
7839,135,english
7840,147,admin
7841,18,manufacturing
7842,99,chemical
7843,87,computer
7844,3,Others
7845,95,major
7846,135,english
7847,87,computer
7848,107,adm
7849,121,info
7850,4,and
7851,20,ed
7852,96,design
7853,73,childhood
7854,36,planning
7855,66,interdisciplinary
7856,104,geology
7857,67,writing
7858,44,resource
7859,10,chemistry
7860,17,major
7861,23,Others
7862,145,business finance
7863,41,public
7864,140,analytics
7865,45,anthropology
7866,84,physical
7867,91,geography
7868,40,pre
7869,53,nursing
7870,8,business
7871,2,environmental
7872,104,geology
7873,105,music performance
7874,40,pre
7875,3,Others
7876,78,study
7877,93,Others
7878,79,Others
7879,121,info
7880,115,mathematics
7881,41,public
7882,14,economics
7883,129,educational
7884,111,natural
7885,95,major
7886,9,biology
7887,104,geology
7888,102,policy
7889,110,mba
7890,65,social work
7891,110,mba
7892,4,and
7893,87,computer
7894,139,biomedical
7895,95,major
7896,77,science
7897,21,education
7898,135,english
7899,3,Others
7900,14,economics
7901,42,accountancy
7902,25,learning
7903,117,health
7904,75,administration
7905,110,mba
7906,54,electrical
7907,77,science
7908,115,mathematics
7909,38,leadership
7910,2,environmental
7911,3,Others
7912,16,Others
7913,3,Others
7914,88,student
7915,3,Others
7916,78,study
7917,12,music
7918,8,business
7919,140,analytics
7920,8,business
7921,68,sociology
7922,75,administration
7923,43,physic
7924,83,philosophy
7925,103,communication
7926,73,childhood
7927,115,mathematics
7928,85,history
7929,38,leadership
7930,13,computational
7931,17,major
7932,24,Others
7933,85,history
7934,115,mathematics
7935,84,physical
7936,34,art history
7937,47,medicine
7938,7,engr
7939,113,industrial
7940,3,Others
7941,61,information
7942,62,spanish
7943,119,art
7944,5,middle
7945,78,study
7946,3,Others
7947,4,and
7948,4,and
7949,34,art history
7950,107,adm
7951,58,analysis
7952,128,performance
7953,102,policy
7954,1,social
7955,37,counseling
7956,119,art
7957,143,architecture
7958,6,fashion
7959,38,leadership
7960,5,middle
7961,1,social
7962,134,technology
7963,92,society
7964,73,childhood
7965,48,political
7966,8,business
7967,10,chemistry
7968,0,Others
7969,134,technology
7970,113,industrial
7971,94,relation
7972,78,study
7973,78,study
7974,3,Others
7975,3,Others
7976,12,music
7977,25,learning
7978,109,entrepreneurship
7979,20,ed
7980,113,industrial
7981,67,writing
7982,129,educational
7983,1,social
7984,55,medical
7985,3,Others
7986,20,ed
7987,44,resource
7988,12,music
7989,98,nutrition
7990,3,Others
7991,3,Others
7992,98,nutrition
7993,69,civil
7994,27,theatre
7995,38,leadership
7996,4,and
7997,109,entrepreneurship
7998,74,statistic
7999,33,information technology
8000,2,environmental
8001,2,environmental
8002,92,society
8003,95,major
8004,130,accounting
8005,46,international
8006,25,learning
8007,148,marketing
8008,77,science
8009,130,accounting
8010,9,biology
8011,16,Others
8012,4,and
8013,17,major
8014,3,Others
8015,131,educ
8016,4,and
8017,23,Others
8018,20,ed
8019,102,policy
8020,3,Others
8021,27,theatre
8022,29,management
8023,83,philosophy
8024,27,theatre
8025,0,Others
8026,118,family
8027,142,cert
8028,78,study
8029,129,educational
8030,2,environmental
8031,78,study
8032,135,english
8033,28,psychology
8034,73,childhood
8035,20,ed
8036,68,sociology
8037,78,study
8038,46,international
8039,66,interdisciplinary
8040,58,analysis
8041,74,statistic
8042,123,teaching
8043,16,Others
8044,58,analysis
8045,103,communication
8046,128,performance
8047,101,general
8048,17,major
8049,117,health
8050,3,Others
8051,123,teaching
8052,78,study
8053,3,Others
8054,87,computer
8055,21,education
8056,65,social work
8057,41,public
8058,53,nursing
8059,3,Others
8060,78,study
8061,79,Others
8062,9,biology
8063,78,study
8064,41,public
8065,46,international
8066,3,Others
8067,13,computational
8068,2,environmental
8069,14,economics
8070,14,economics
8071,103,communication
8072,3,Others
8073,23,Others
8074,78,study
8075,85,history
8076,3,Others
8077,3,Others
8078,134,technology
8079,134,technology
8080,4,and
8081,125,molecular
8082,41,public
8083,125,molecular
8084,9,biology
8085,17,major
8086,3,Others
8087,138,care
8088,3,Others
8089,78,study
8090,68,sociology
8091,17,major
8092,103,communication
8093,3,Others
8094,3,Others
8095,17,major
8096,0,Others
8097,57,exercise
8098,0,Others
8099,108,innovation
8100,135,english
8101,141,bus
8102,117,health
8103,48,political
8104,3,Others
8105,111,natural
8106,54,electrical
8107,103,communication
8108,76,comm
8109,141,bus
8110,2,environmental
8111,1,social
8112,77,science
8113,53,nursing
8114,40,pre
8115,112,politics
8116,87,computer
8117,56,master
8118,29,management
8119,135,english
8120,70,finance
8121,131,educ
8122,43,physic
8123,0,Others
8124,10,chemistry
8125,147,admin
8126,111,natural
8127,87,computer
8128,63,elementary
8129,60,accounting business
8130,40,pre
8131,104,geology
8132,14,economics
8133,84,physical
8134,139,biomedical
8135,3,Others
8136,103,communication
8137,50,engineering
8138,37,counseling
8139,115,mathematics
8140,121,info
8141,142,cert
8142,142,cert
8143,55,medical
8144,133,special
8145,68,sociology
8146,50,engineering
8147,3,Others
8148,48,political
8149,72,Others
8150,145,business finance
8151,12,music
8152,56,master
8153,0,Others
8154,103,communication
8155,105,music performance
8156,143,architecture
8157,29,management
8158,88,student
8159,135,english
8160,46,international
8161,143,architecture
8162,80,television
8163,49,construction
8164,70,finance
8165,8,business
8166,33,information technology
8167,141,bus
8168,102,policy
8169,0,Others
8170,141,bus
8171,3,Others
8172,23,Others
8173,145,business finance
8174,3,Others
8175,8,business
8176,5,middle
8177,72,Others
8178,21,education
8179,119,art
8180,57,exercise
8181,136,biological
8182,68,sociology
8183,73,childhood
8184,135,english
8185,75,administration
8186,109,entrepreneurship
8187,103,communication
8188,29,management
8189,100,development
8190,117,health
8191,3,Others
8192,46,international
8193,78,study
8194,50,engineering
8195,139,biomedical
8196,90,Others
8197,38,leadership
8198,100,development
8199,28,psychology
8200,93,Others
8201,14,economics
8202,73,childhood
8203,87,computer
8204,2,environmental
8205,71,Others
8206,3,Others
8207,122,sport
8208,8,business
8209,8,business
8210,117,health
8211,8,business
8212,60,accounting business
8213,72,Others
8214,130,accounting
8215,134,technology
8216,121,info
8217,146,biol
8218,3,Others
8219,29,management
8220,8,business
8221,68,sociology
8222,86,Others
8223,125,molecular
8224,0,Others
8225,21,education
8226,40,pre
8227,89,intended
8228,8,business
8229,101,general
8230,117,health
8231,148,marketing
8232,3,Others
8233,84,physical
8234,81,mass
8235,45,anthropology
8236,138,care
8237,8,business
8238,87,computer
8239,122,sport
8240,141,bus
8241,24,Others
8242,42,accountancy
8243,82,software
8244,8,business
8245,84,physical
8246,77,science
8247,110,mba
8248,60,accounting business
8249,8,business
8250,71,Others
8251,53,nursing
8252,61,information
8253,53,nursing
8254,3,Others
8255,87,computer
8256,52,mechanical
8257,58,analysis
8258,46,international
8259,75,administration
8260,110,mba
8261,46,international
8262,96,design
8263,2,environmental
8264,78,study
8265,53,nursing
8266,3,Others
8267,37,counseling
8268,25,learning
8269,39,supply
8270,3,Others
8271,132,professional
8272,40,pre
8273,58,analysis
8274,36,planning
8275,130,accounting
8276,88,student
8277,101,general
8278,29,management
8279,141,bus
8280,3,Others
8281,3,Others
8282,26,graphic
8283,14,economics
8284,44,resource
8285,1,social
8286,76,comm
8287,2,environmental
8288,15,Others
8289,60,accounting business
8290,60,accounting business
8291,27,theatre
8292,117,health
8293,9,biology
8294,21,education
8295,108,innovation
8296,71,Others
8297,50,engineering
8298,27,theatre
8299,148,marketing
8300,35,journalism
8301,64,law
8302,142,cert
8303,54,electrical
8304,76,comm
8305,46,international
8306,78,study
8307,143,architecture
8308,3,Others
8309,23,Others
8310,38,leadership
8311,3,Others
8312,148,marketing
8313,144,english writing
8314,109,entrepreneurship
8315,59,undeclared
8316,91,geography
8317,85,history
8318,38,leadership
8319,133,special
8320,147,admin
8321,122,sport
8322,54,electrical
8323,3,Others
8324,116,wildlife
8325,55,medical
8326,77,science
8327,103,communication
8328,66,interdisciplinary
8329,142,cert
8330,111,natural
8331,137,research
8332,43,physic
8333,61,information
8334,144,english writing
8335,87,computer
8336,23,Others
8337,27,theatre
8338,0,Others
8339,75,administration
8340,14,economics
8341,65,social work
8342,51,biochemistry
8343,51,biochemistry
8344,61,information
8345,42,accountancy
8346,61,information
8347,66,interdisciplinary
8348,117,health
8349,134,technology
8350,119,art
8351,61,information
8352,98,nutrition
8353,52,mechanical
8354,52,mechanical
8355,101,general
8356,139,biomedical
8357,8,business
8358,53,nursing
8359,3,Others
8360,72,Others
8361,3,Others
8362,10,chemistry
8363,54,electrical
8364,71,Others
8365,54,electrical
8366,50,engineering
8367,96,design
8368,28,psychology
8369,40,pre
8370,29,management
8371,140,analytics
8372,136,biological
8373,71,Others
8374,57,exercise
8375,65,social work
8376,96,design
8377,53,nursing
8378,8,business
8379,113,industrial
8380,29,management
8381,3,Others
8382,87,computer
8383,88,student
8384,127,integrated
8385,50,engineering
8386,129,educational
8387,3,Others
8388,0,Others
8389,138,care
8390,103,communication
8391,46,international
8392,96,design
8393,149,ministry
8394,69,civil
8395,59,undeclared
8396,38,leadership
8397,0,Others
8398,57,exercise
8399,3,Others
8400,21,education
8401,40,pre
8402,49,construction
8403,44,resource
8404,117,health
8405,102,policy
8406,61,information
8407,38,leadership
8408,77,science
8409,65,social work
8410,145,business finance
8411,82,software
8412,127,integrated
8413,54,electrical
8414,3,Others
8415,8,business
8416,57,exercise
8417,65,social work
8418,141,bus
8419,117,health
8420,81,mass
8421,3,Others
8422,122,sport
8423,122,sport
8424,29,management
8425,50,engineering
8426,96,design
8427,8,business
8428,71,Others
8429,66,interdisciplinary
8430,3,Others
8431,135,english
8432,3,Others
8433,96,design
8434,114,agricultural
8435,102,policy
8436,103,communication
8437,78,study
8438,38,leadership
8439,134,technology
8440,78,study
8441,120,medium
8442,64,law
8443,3,Others
8444,8,business
8445,119,art
8446,77,science
8447,13,computational
8448,32,child
8449,134,technology
8450,71,Others
8451,50,engineering
8452,148,marketing
8453,49,construction
8454,102,policy
8455,3,Others
8456,61,information
8457,29,management
8458,2,environmental
8459,0,Others
8460,3,Others
8461,134,technology
8462,145,business finance
8463,78,study
8464,0,Others
8465,52,mechanical
8466,119,art
8467,136,biological
8468,103,communication
8469,3,Others
8470,129,educational
8471,96,design
8472,129,educational
8473,40,pre
8474,132,professional
8475,101,general
8476,25,learning
8477,121,info
8478,3,Others
8479,77,science
8480,73,childhood
8481,84,physical
8482,3,Others
8483,101,general
8484,99,chemical
8485,76,comm
8486,78,study
8487,93,Others
8488,3,Others
8489,50,engineering
8490,119,art
8491,70,finance
8492,65,social work
8493,78,study
8494,119,art
8495,121,info
8496,17,major
8497,135,english
8498,103,communication
8499,148,marketing
8500,68,sociology
8501,72,Others
8502,134,technology
8503,117,health
8504,3,Others
8505,77,science
8506,40,pre
8507,3,Others
8508,121,info
8509,63,elementary
8510,28,psychology
8511,40,pre
8512,3,Others
8513,19,film
8514,77,science
8515,3,Others
8516,8,business
8517,71,Others
8518,110,mba
8519,63,elementary
8520,53,nursing
8521,78,study
8522,3,Others
8523,77,science
8524,100,development
8525,3,Others
8526,26,graphic
8527,42,accountancy
8528,3,Others
8529,76,comm
8530,140,analytics
8531,68,sociology
8532,3,Others
8533,108,innovation
8534,1,social
8535,3,Others
8536,132,professional
8537,77,science
8538,71,Others
8539,78,study
8540,37,counseling
8541,19,film
8542,53,nursing
8543,8,business
8544,120,medium
8545,3,Others
8546,12,music
8547,119,art
8548,77,science
8549,23,Others
8550,116,wildlife
8551,7,engr
8552,126,human
8553,85,history
8554,136,biological
8555,12,music
8556,130,accounting
8557,50,engineering
8558,12,music
8559,62,spanish
8560,145,business finance
8561,115,mathematics
8562,64,law
8563,101,general
8564,3,Others
8565,139,biomedical
8566,112,politics
8567,59,undeclared
8568,3,Others
8569,72,Others
8570,20,ed
8571,140,analytics
8572,112,politics
8573,36,planning
8574,77,science
8575,55,medical
8576,64,law
8577,76,comm
8578,148,marketing
8579,8,business
8580,55,medical
8581,55,medical
8582,78,study
8583,1,social
8584,130,accounting
8585,3,Others
8586,53,nursing
8587,122,sport
8588,89,intended
8589,8,business
8590,102,policy
8591,145,business finance
8592,21,education
8593,52,mechanical
8594,18,manufacturing
8595,41,public
8596,84,physical
8597,9,biology
8598,55,medical
8599,110,mba
8600,100,development
8601,149,ministry
8602,31,cultural
8603,85,history
8604,12,music
8605,3,Others
8606,116,wildlife
8607,87,computer
8608,142,cert
8609,107,adm
8610,110,mba
8611,14,economics
8612,137,research
8613,141,bus
8614,74,statistic
8615,147,admin
8616,3,Others
8617,65,social work
8618,29,management
8619,97,sustainability
8620,119,art
8621,21,education
8622,3,Others
8623,3,Others
8624,67,writing
8625,35,journalism
8626,67,writing
8627,117,health
8628,136,biological
8629,55,medical
8630,7,engr
8631,20,ed
8632,21,education
8633,109,entrepreneurship
8634,77,science
8635,102,policy
8636,102,policy
8637,110,mba
8638,6,fashion
8639,40,pre
8640,14,economics
8641,92,society
8642,50,engineering
8643,3,Others
8644,141,bus
8645,110,mba
8646,3,Others
8647,52,mechanical
8648,54,electrical
8649,126,human
8650,46,international
8651,14,economics
8652,73,childhood
8653,136,biological
8654,74,statistic
8655,12,music
8656,119,art
8657,86,Others
8658,28,psychology
8659,78,study
8660,136,biological
8661,136,biological
8662,51,biochemistry
8663,121,info
8664,96,design
8665,73,childhood
8666,69,civil
8667,128,performance
8668,27,theatre
8669,131,educ
8670,19,film
8671,138,care
8672,57,exercise
8673,48,political
8674,48,political
8675,0,Others
8676,139,biomedical
8677,67,writing
8678,84,physical
8679,7,engr
8680,115,mathematics
8681,10,chemistry
8682,140,analytics
8683,110,mba
8684,1,social
8685,26,graphic
8686,52,mechanical
8687,134,technology
8688,56,master
8689,77,science
8690,54,electrical
8691,63,elementary
8692,30,disorder
8693,2,environmental
8694,46,international
8695,148,marketing
8696,73,childhood
8697,38,leadership
8698,3,Others
8699,52,mechanical
8700,90,Others
8701,29,management
8702,107,adm
8703,1,social
8704,0,Others
8705,147,admin
8706,3,Others
8707,130,accounting
8708,140,analytics
8709,3,Others
8710,87,computer
8711,3,Others
8712,3,Others
8713,0,Others
8714,55,medical
8715,122,sport
8716,3,Others
8717,39,supply
8718,40,pre
8719,71,Others
8720,73,childhood
8721,83,philosophy
8722,3,Others
8723,6,fashion
8724,87,computer
8725,141,bus
8726,123,teaching
8727,77,science
8728,10,chemistry
8729,147,admin
8730,63,elementary
8731,8,business
8732,41,public
8733,98,nutrition
8734,114,agricultural
8735,2,environmental
8736,12,music
8737,0,Others
8738,3,Others
8739,89,intended
8740,8,business
8741,12,music
8742,3,Others
8743,12,music
8744,127,integrated
8745,144,english writing
8746,35,journalism
8747,20,ed
8748,106,Others
8749,130,accounting
8750,3,Others
8751,84,physical
8752,103,communication
8753,3,Others
8754,29,management
8755,9,biology
8756,115,mathematics
8757,35,journalism
8758,3,Others
8759,101,general
8760,95,major
8761,56,master
8762,48,political
8763,50,engineering
8764,112,politics
8765,77,science
8766,3,Others
8767,141,bus
8768,101,general
8769,69,civil
8770,101,general
8771,140,analytics
8772,9,biology
8773,119,art
8774,131,educ
8775,2,environmental
8776,2,environmental
8777,70,finance
8778,67,writing
8779,3,Others
8780,43,physic
8781,69,civil
8782,103,communication
8783,96,design
8784,135,english
8785,7,engr
8786,50,engineering
8787,117,health
